sample_id,energy_gj_tco2,clean_addition_growth_rate,aether_clean_share,clean_deliverability_fraction,robot_output_growth_rate,aether_robot_share,robots_per_mtco2_y_capacity,storage_terminal_gtco2_y,cost_usd_tco2,annual_budget_trillion_usd,durability_fraction_100y,residual_emissions_2046_gtco2_y,rebound_fraction_of_gross,gross_overbuild_factor,execution_realization_fraction,clean_energy_available_twh_y,energy_limited_capacity_gtco2_y,robots_in_service_for_aether,robot_limited_capacity_gtco2_y,storage_capacity_gtco2_y,budget_limited_capacity_gtco2_y,program_execution_capacity_gtco2_y,gross_capacity_gtco2_y,durable_100y_credit_gtco2_y,rebound_gtco2_y,net_after_emissions_and_rebound_gtco2_y,binding_constraint,gross_100_pass,durable_100_pass,positive_climate_reversal_pass,strong_reversal_pass
11,3.523422167559762,0.13467879497049573,0.5745647445615191,0.7626597087535489,0.20333570455870476,0.21206646661978534,270.2625539928538,138.93348104354246,115.33399860302015,8.25351981292329,0.7407269452207794,14.387127950346944,0.1806634703794613,1.3216106510599583,0.9537065391295575,36509.851613608385,37.303354397642124,21299147.133128572,78.80909441006673,138.93348104354246,71.56189773088438,126.04287200991543,37.303354397642124,27.631599749453578,6.739353462272965,6.505118336833669,clean_energy,0.0,0.0,1.0,0.0
12,2.6934411529786484,0.11103286971241724,0.2785932525867481,0.7219593936932712,0.33817212832296145,0.25375227115977406,258.20068527431,49.72795644354826,79.82942713656865,7.3299557949977245,0.7262565125545644,24.572189051805626,0.0934679980250878,1.0981971530610435,0.9574122539602576,12511.524917786603,16.722655943019532,166590341.4066834,645.1971311760825,49.72795644354826,91.82022291676928,105.14274116049117,16.722655943019532,12.144937785827226,1.5630331726563724,-13.990284438634772,clean_energy,0.0,0.0,0.0,0.0
13,3.6133808041661553,0.19299202740218888,0.4187797876407545,0.8935713126312687,0.1840332514581407,0.3800569082157783,58.19670484529342,79.77812195822759,118.45993818734665,7.225003673252425,0.7248769263914613,12.694024889360467,0.1244316117058757,1.078934198245167,0.9404355409184825,65399.399701023016,65.15721748790712,28810202.305192873,495.0486867216995,79.77812195822759,60.99111466549936,101.46680663421428,60.99111466549936,44.21105173591636,7.589222697565957,23.92780414898993,budget,0.0,0.0,1.0,0.0
14,3.617554178117871,0.16280802608433786,0.34707334111913957,0.9298784357578117,0.25361198907300037,0.23997478978824677,88.72965967573936,67.43598561572514,129.81596141328913,4.870798963647731,0.8340557989215778,9.444963278877212,0.11361839858850153,1.2213649122926638,0.8469551974526375,38333.36836969411,38.147355737101094,49398912.07288267,556.7350562755446,67.43598561572514,37.52080183838713,103.44413604525562,37.52080183838713,31.29444235349418,4.26305341863405,17.586425655982914,budget,0.0,0.0,1.0,0.0
15,4.405125210659664,0.13000537122184808,0.5381568291099865,0.7710192862692848,0.3115027715903491,0.2507514176829713,260.16302477201293,76.01203872924538,126.36268051649573,8.502254978368224,0.874761365633302,24.775024684964194,0.060918741447950384,1.0534580305638848,0.9745011435509217,32615.384522462577,26.654267169691284,114896703.36244045,441.6334852469031,76.01203872924538,67.28454116053922,102.65960554674075,26.654267169691284,23.316123149314034,1.6237444101950156,-3.0826459458451754,clean_energy,0.0,0.0,0.0,0.0
16,2.1225582829663407,0.1933864188528199,0.2969943426462173,0.8949914025939684,0.34921024299614256,0.17570300549875006,165.83270840151104,152.58551097692126,170.18076919549523,6.298811470862449,0.8470723606780073,25.930024383014636,0.21549724488198652,1.23637920205084,0.9573641655163161,46690.60644285581,79.19037349559858,133646101.87370221,805.9091789667981,152.58551097692126,37.01247503251491,118.36651430331312,37.01247503251491,31.352244600328206,7.976086395770277,-2.5538661784567074,budget,0.0,0.0,0.0,0.0
17,2.841647117136128,0.15762635007452355,0.48374092744890373,0.796109476940701,0.2681780041990428,0.08673093450759055,72.75903595770022,121.7491751073961,105.6350632115703,9.38057017713816,0.7327795186743503,16.701875231696363,0.15711189947310908,1.1712613051210778,0.8843842491187647,42830.101123256994,54.260208142635065,21891951.96775114,300.8829306160464,121.7491751073961,88.80167145212347,103.58450498513687,54.260208142635065,39.76076920593019,8.524924367095656,14.53396960713817,clean_energy,0.0,0.0,1.0,0.0
18,1.5503089668439345,0.15073071732609883,0.5616988678658399,0.7175803879026648,0.23368119463606749,0.19752508424565302,236.05063196263256,88.69472517291307,94.22221552738857,6.653757410052134,0.8778220925510298,22.14178063666532,0.3301398519904369,1.230202122074961,0.8842943671889952,41082.03360706911,95.39732024289906,30672372.037024274,129.93980055041663,88.69472517291307,70.61771337904929,108.78608070548367,70.61771337904929,61.989788929565904,23.313721442862427,16.53428685003816,budget,0.0,0.0,1.0,0.0
19,1.5042584993416885,0.09943303617454242,0.4090216471291678,0.8987131012177293,0.32345155942570064,0.23109256914088333,298.78186095652904,106.19905576610165,89.32148188070116,10.739248378482948,0.7590311240476657,11.486383159584095,0.1947240498327527,1.2790121686323572,0.9833706437238399,19861.466026683578,47.532573508710186,124486204.08482526,416.6457886241536,106.19905576610165,120.23141748618117,125.77430195986256,47.532573508710186,36.078702699194594,9.255735212589064,15.336584327021436,clean_energy,0.0,0.0,1.0,0.0
20,3.13469237098201,0.05729572896257201,0.4732534823987231,0.6729975938375813,0.34069901468525626,0.3233359058726403,192.7388151581965,56.90775079226236,100.63540852413863,5.067333962841669,0.8357641445486854,21.06856892966738,0.25208058728522603,1.2050044635639594,0.8456664009791981,10499.02050420857,12.057474655259488,219566718.4976419,1139.1930489840645,56.90775079226236,50.353389896819536,101.90317878660028,12.057474655259488,10.077204990670403,3.0394552922745404,-14.030819231271517,clean_energy,0.0,0.0,0.0,0.0
21,3.8765973465225754,0.13209220544033817,0.6879270578650122,0.8238708513701545,0.21541296008236002,0.3112130716568682,136.3106309425009,94.75423900697885,108.27965949156014,4.842942953925849,0.8526452114353551,14.946352079287099,0.4328511546914503,1.0446072350262596,0.9575629429392235,45722.703038560896,42.460363103346786,37211493.89883366,272.99040171364453,94.75423900697885,44.72624846315971,100.02771781873503,42.460363103346786,36.20362527587507,18.37901719790191,2.878255998686061,clean_energy,0.0,0.0,1.0,0.0
22,2.3800192107947638,0.19724421262483016,0.34921808441810537,0.6892667564410707,0.2737081803972284,0.06597260429993168,89.76660325863764,92.06979511418447,142.72255882092094,6.2259343805785505,0.7056572273686463,17.44053204287035,0.3417311808278401,1.1726013289635246,0.778473857939689,44433.91073461955,67.2104149072032,17984438.592280433,200.34665387152108,92.06979511418447,43.62263703799237,91.28394803834414,43.62263703799237,30.782629102738515,14.907215265817406,-1.56511820594924,budget,0.0,0.0,0.0,0.0
23,2.3017604747467932,0.07716209645069982,0.587106400203738,0.7088808955938963,0.25666553828849087,0.15035584565857918,159.21621217035494,109.10159301833035,68.81920260771759,7.637307762342356,0.7689668761928693,19.548073747522256,0.26761952382348664,1.2467873341636913,0.8739170566215693,17253.083685273996,26.98417231003107,32307295.060277652,202.91460662127892,109.10159301833035,110.97640590049333,108.9588717305386,26.98417231003107,20.749934687894715,7.221491344381429,-6.01963040400897,clean_energy,0.0,0.0,0.0,0.0
24,2.729517127646196,0.18415690221028672,0.5314814559367089,0.8520639478102094,0.2553197214503146,0.27781838638437356,298.539412478579,128.86929190173726,65.22838481506218,11.521097495022241,0.7526506452698516,8.968573264577193,0.17745251811139903,1.0496819746115027,1.0074923154959334,70651.82705128014,93.18372645785328,58578079.39798963,196.21556467755414,128.86929190173726,176.62705473525463,105.75465231356864,93.18372645785328,70.13479184715261,16.535686906949863,44.630531675625555,clean_energy,0.0,0.0,1.0,1.0
25,2.1288592886572535,0.15557706343121397,0.6368459885108109,0.7386517990991457,0.24729237211455557,0.30069932180179826,111.2471073992483,103.27985494311537,137.8737990044594,4.932981254623151,0.8316484068320507,19.3447523683731,0.32486643562337586,1.1953166534452948,0.798325495438234,50975.628120374466,86.20215634312576,56626925.03415166,509.0193026855661,103.27985494311537,35.77896083405664,95.42517595672868,35.77896083405664,29.755515775749544,11.623383476468348,-1.212620069091905,budget,0.0,0.0,0.0,0.0
26,2.6736355692937783,0.07380794229086615,0.5153137760435627,0.7401505173187573,0.2454936407601047,0.3006982062399907,353.82340771127207,115.4755857350907,138.08515259392905,11.407613189610435,0.7348853384359468,17.30530615633971,0.3120705347500112,1.1587295671054703,0.7407298839154313,15203.498839702943,20.471225192963683,55206562.07342944,156.02857490559035,115.4755857350907,82.61288759376708,85.8305617731413,20.471225192963683,15.044003254129597,6.388466192956077,-8.64976909516619,clean_energy,0.0,0.0,0.0,0.0
27,3.2490555210366017,0.07063797532219415,0.6288314631532405,0.6862655553967336,0.22068196507563,0.3699873214625117,26.107921595845006,94.25074106651101,156.2714797141735,6.111745158177085,0.8321483366882461,28.390926417288433,0.42356449184848033,1.2191069205871026,0.8436824013607447,16579.35114681461,18.370158263559023,47716887.649522,1827.6785256286348,94.25074106651101,39.10979258247058,102.85390542764293,18.370158263559023,15.28669664372048,7.780946750080539,-20.885176523648493,clean_energy,0.0,0.0,0.0,0.0
28,3.216074856714586,0.09948026581551202,0.3753342610853284,0.8564500496293508,0.3085198499978902,0.15696073985211434,315.8381311544072,102.06127221195719,152.45873562794827,6.0751594232134725,0.8340551891382011,14.711919549610684,0.2099019165166635,1.1826873057316734,0.9741450244507778,17378.475578849753,19.453064642833123,69061527.38441445,218.6611449731875,102.06127221195719,39.84789325577873,115.21089543596054,19.453064642833123,16.22492950999583,4.0832355506532165,-2.570225590268069,clean_energy,0.0,0.0,0.0,0.0
29,2.1384172721521786,0.1086114157535231,0.44937768039806325,0.7776617979199707,0.33097326289260864,0.2227817679509475,19.173466505883944,107.43015567051084,115.19834894404333,13.463423214194913,0.7600427667272354,30.83253041770875,0.33401684633419443,1.0921862059924334,0.8084775202791267,21105.388062578142,35.530669348182435,132800800.3601162,6926.280144457047,107.43015567051084,116.87166819321916,88.30079955038299,35.530669348182435,27.004828235063155,11.867842123822925,-15.69554430646852,clean_energy,0.0,0.0,0.0,0.0
30,2.1855347629742146,0.13470039377409154,0.30507103716427836,0.8129470190963739,0.2376510867039185,0.17391674048990785,67.77812574055133,122.14339219422193,86.91595218569273,4.120002881213769,0.9112648626487478,14.034978906385572,0.35511202313434487,1.1672074992851875,0.9422691614912075,20669.05489495887,34.04594558843438,28573822.15040806,421.5788182132112,122.14339219422193,47.40214859996626,109.98236316377029,34.04594558843438,31.024873930391397,12.090124617430755,4.899770406575071,clean_energy,0.0,0.0,1.0,0.0
31,2.3197126646921973,0.21132269492521388,0.43273023987863035,0.9460329977189186,0.11946308913118181,0.24163832564673032,310.8641630415312,101.04703584965665,208.18021159206015,10.419918047810029,0.8298793563562417,12.686668659684027,0.49564771784442874,1.23757640475235,0.7331434770186911,90621.82451167455,140.6374906718531,6972629.418941947,22.429827068906654,101.04703584965665,50.05239435642613,90.73210684564289,22.429827068906654,18.61405045112606,11.117292598348776,-5.189910806906742,robot_supply,0.0,0.0,0.0,0.0
32,3.3279838099009704,0.15053906879163081,0.5410733641716916,0.7802106753056737,0.28455542919804167,0.190814899779083,155.22898136914102,49.90398672213152,68.72442314853382,6.9303112514323475,0.8925933702245273,16.234855955294595,0.16158122577899706,1.2528328866333696,0.9375409901446401,42923.50325119589,46.43190007252569,60448725.11626492,389.41649029130275,49.90398672213152,100.84204324936849,117.4582185020017,46.43190007252569,41.44480617166418,7.502523328966603,17.707426887402985,clean_energy,0.0,0.0,1.0,0.0
33,2.0266117560281067,0.20416817775842266,0.49977047891309445,0.5681636683975763,0.24308513964106193,0.2986889522995977,81.07372772184294,116.29437627433927,99.2389610390098,8.987422076806999,0.855350189697475,16.694894033098002,0.27107250845272596,1.2703659662297742,0.7840087108600171,57310.99201463857,101.8051783421301,53001774.63198833,653.7478431216696,116.29437627433927,90.56344386026107,99.59779835042453,90.56344386026107,77.46345888553094,24.549259901318592,36.219304951114346,budget,0.0,0.0,1.0,0.0
34,3.052556397556479,0.1273385127151924,0.46309691452503643,0.736488229081649,0.16222208632165214,0.23697847626522317,250.009060854411,108.89170780632769,80.68866563573923,6.857998425318685,0.7160188846226323,18.365605614035488,0.34511175416256024,1.156824088234393,0.8545514758892114,25935.61951623423,30.586897700950903,13019252.799006646,52.07512381556528,108.89170780632769,84.99333049177467,98.85657319448919,30.586897700950903,21.90079637590142,10.555897919965947,-7.020707158100013,clean_energy,0.0,0.0,0.0,0.0
35,4.487587345278133,0.10794662291190169,0.2838212436923083,0.659002988973001,0.15254683179221296,0.1587068501415846,282.3144743493017,99.00582196089348,56.845194830778226,6.1087367234951975,0.8768174672455618,13.970353502222874,0.20501622226352334,1.2781772977980328,1.029848622775189,11204.82604850821,8.988654854166302,7548238.366291906,26.736986772249693,99.00582196089348,107.46267545885314,131.63291297998168,8.988654854166302,7.881409583174622,1.8428200614318566,-7.931763980480109,clean_energy,0.0,0.0,0.0,0.0
36,1.8992224191061613,0.19219788964596438,0.21189290381577564,0.7741737669092383,0.22508045922790648,0.15668895715028985,78.87300421034087,79.48516299204985,119.57452855764514,4.8461598775983745,0.8953765128100073,24.189979374615525,0.07752938934950729,1.3015740673893867,1.04589312646981,28377.70398055023,53.79029507142227,21521868.150383137,272.8673564022993,79.48516299204985,40.52836282153613,136.13073706739127,40.52836282153613,36.288144173045765,3.14213922088897,8.95602557754127,budget,0.0,0.0,1.0,0.0
37,1.8835023894467535,0.19603555050931118,0.42295466942630366,0.7121469790087686,0.2854003456425827,0.2604942440299051,216.48070262731437,89.98396164783554,51.81995863407158,8.2287885433222,0.8332505010277692,22.36595181192608,0.1686484855749452,1.092523756487675,0.9254948518008173,54743.70215417354,104.63343654844675,83490551.12876368,385.67202579944546,89.98396164783554,158.79573739975504,101.1125112099433,89.98396164783554,74.97918112752254,15.175658857941414,37.43757045765504,storage,0.0,0.0,1.0,0.0
38,1.749808727740353,0.08894745881640366,0.5067876603063368,0.8511775815668396,0.2412204981167816,0.41396426750117254,86.4824930611174,67.11553390854895,159.84913661391332,7.409431613592195,0.8778774501426462,17.639994028202683,0.25544460363958166,1.3137997004942799,0.9829790077619129,20553.904880284266,42.28694050725014,71543513.93849304,827.2600778048,67.11553390854895,46.352653323917146,129.14375259897656,42.28694050725014,37.122751506838526,10.801970757005082,8.680786721630762,clean_energy,0.0,0.0,1.0,0.0
39,1.6168664990551478,0.04647430160512413,0.5178227768546537,0.6230142169767634,0.21790700429339158,0.25957547005558057,280.8151353901149,133.63490950411256,147.13078486436675,6.266691408277828,0.8892449593507983,16.389167976133788,0.35385886727741167,1.2291817295141316,0.8799750505739792,9416.950706505675,20.96711297019961,32170129.6618683,114.55981394014539,133.63490950411256,42.59265940880292,108.16492545938092,20.96711297019961,18.64489952088875,7.419398845712361,-5.163667300957399,clean_energy,0.0,0.0,0.0,0.0
40,4.2936526851696275,0.1939730519572416,0.6482461016840075,0.5833275842267269,0.2105042397172321,0.17334952997686173,214.69193995898482,92.49772815642791,60.96403204545054,5.6447447749688,0.8258233937609653,19.553771429618315,0.2158578186781785,1.1761102653547515,0.8541202030714805,66925.73434955865,56.11367786933441,19312081.56048485,89.95252250351955,92.49772815642791,92.59139505012514,100.45395386792532,56.11367786933441,46.33998789446331,12.112576102884505,14.673640361960492,clean_energy,0.0,0.0,1.0,0.0
41,2.741305463071866,0.08610400593925366,0.5700497874201278,0.8765737281287956,0.20030230585935366,0.27994635879931146,194.92230845635606,87.68763011747042,34.186845320563414,12.119821273128569,0.749878003194184,6.7554704109026344,0.12206098353066583,1.110423228593492,0.8684587716495229,23018.109925752222,30.228369967880376,26906502.56221838,138.0370608951764,87.68763011747042,354.51710034907745,96.43567931154016,30.228369967880376,22.667589711329175,3.68970456880832,12.222414731618219,clean_energy,0.0,0.0,1.0,0.0
42,2.454805861777367,0.11601243801540989,0.44824772209214314,0.8365462981243363,0.25562230022021387,0.07295157591966714,91.75413923704718,114.76004620050855,61.48643021526737,6.5148643056039175,0.7787866327906717,17.902115551328215,0.16676050401786707,1.0876799319153228,0.8968410928170977,24793.11912089554,36.359383943543286,15447363.712009856,168.3560419230955,114.76004620050855,105.95613182933242,97.54760587741644,36.359383943543286,28.31620219173529,6.0633091922044215,4.350777448202653,clean_energy,0.0,0.0,1.0,0.0
43,2.413445378034805,0.16876162396084593,0.3621594659846261,0.7783303868859954,0.1721180392307825,0.21565830766168953,108.18262722972281,115.63014192890192,160.96071800073292,9.926790874895403,0.8798314162164507,25.79815331866412,0.28039424732018264,1.2394499778111767,0.9592368785223303,36116.76688663397,53.87333891009952,13718718.562574986,126.81073582585185,115.63014192890192,61.67213341363327,118.89261278001648,53.87333891009952,47.399456069581674,15.105774314322463,6.495528436595091,clean_energy,0.0,0.0,1.0,0.0
44,4.143194879593982,0.13934878019442698,0.37140262209075375,0.839715942992354,0.2960138511585144,0.22988019154692513,356.8691763798013,103.9106041953723,78.07840945108131,6.030955047628371,0.8812453640891981,24.611708627967403,0.5311673537039393,1.264688874624486,0.8627021271325978,27547.52598863337,23.935898851274537,85259584.50829564,238.90991475699022,103.9106041953723,77.24228874573787,109.10497822994752,23.935898851274537,21.093399897993645,12.713968051356657,-16.232276781330413,clean_energy,0.0,0.0,0.0,0.0
45,2.867256689540874,0.10603262726122542,0.4907901279915243,0.9491605701991871,0.16685102819563705,0.12276137063371771,257.9158245202675,86.13193921380196,87.40748094303794,6.873111279237567,0.9139745650720819,14.63484149569851,0.1877461924515642,1.245794875745541,0.928591377286748,27264.2181221582,34.23173990588412,7223865.011854078,28.008614924232432,86.13193921380196,78.63298661720573,115.68343794853251,28.008614924232432,25.59916164364676,5.258510807866696,5.705809340081554,robot_supply,0.0,0.0,1.0,0.0
46,2.9202276203722795,0.15054150530639926,0.4939176832817338,0.8394084131135602,0.11233068563082207,0.17861208034433013,188.27683791408265,64.83435474980891,112.1486281462671,9.013574618259366,0.8321496342247332,15.333518595267556,0.17085453321966693,1.145495915319584,0.9315279037791449,42156.870808961175,51.97017309661389,4621280.690462266,24.545136521631616,64.83435474980891,80.37168859973598,106.7061408785225,24.545136521631616,20.42522637847189,4.193647843216369,0.8980599399879656,robot_supply,0.0,0.0,1.0,0.0
47,3.782185888921501,0.1352159130425268,0.5009303469189406,0.9711915624727986,0.2686385942840571,0.16936569996337675,77.0703691549283,128.78520955752094,63.232329179688925,6.061189433938735,0.7391009225200889,14.91846800493333,0.44319916913318,1.1131460662106851,0.8792100755182142,40807.06103510445,38.84140654130209,43025286.52905321,558.2597696212273,128.78520955752094,95.85586222380799,97.86892369358995,38.84140654130209,28.70771940665419,17.214479107069153,-3.425227705348293,clean_energy,0.0,0.0,0.0,0.0
48,1.6026260319687928,0.1797570793872229,0.1831120723185847,0.9157546500769536,0.28719676854926685,0.4169795323321669,296.1232256655913,127.19099494580732,92.95077437903139,9.899985150413935,0.9510408450703484,16.419311248078007,0.3180091488436499,1.107792921722475,1.0207486302972442,24726.65735078355,55.54381664040894,136997654.16009942,462.6373154357347,127.19099494580732,106.50782864964766,113.07781075011985,55.54381664040894,52.824438316127,17.663441853344203,18.741685214704795,clean_energy,0.0,0.0,1.0,0.0
49,2.5939388115810837,0.16861082682524273,0.6149038575726264,0.8181539279890652,0.21525395370696931,0.37240017030167377,66.76536431121872,62.20931767710972,60.550486666773224,10.218723163247793,0.9374663099028459,20.41141569624051,0.2481980034961886,1.2243796756014422,0.8948173321609376,64335.754723299826,89.28842730207151,44425845.55543256,665.4025783240967,62.20931767710972,168.7636834280849,109.55961548737567,62.20931767710972,58.31913948433393,15.440228446318786,22.467495341774637,storage,0.0,0.0,1.0,0.0
50,3.0028361841615605,0.18129108444669909,0.48020878857262206,0.7563769228544523,0.1505472671761959,0.19843220010742418,194.84404432238676,63.36675456763011,144.07983601609786,7.489232960192927,0.7642571341631252,10.205628275774341,0.1642001186180273,1.0531925754034355,0.877388620519759,54622.67674934562,65.4853026398274,9159509.333728708,47.00943960377607,63.36675456763011,51.97974378146963,92.40591808748724,47.00943960377607,35.92729959019643,7.718955559107021,18.002715755315066,robot_supply,0.0,0.0,1.0,0.0
51,2.1926218482628785,0.1569808033503113,0.6334072916094208,0.8218249578416057,0.2918382039353665,0.21598114457754602,82.83804727758161,120.28608711333163,60.19043826983659,11.721989665497091,0.794709226641807,16.695083558073637,0.4133882888824635,1.0269087313644312,0.73695892385529,57421.25509770167,94.27823521666481,75641536.4213341,913.125537204749,120.28608711333163,194.7483687184143,75.67895535639323,75.67895535639323,60.1427640843391,31.284793859191744,12.162886667073714,program_execution,0.0,0.0,1.0,0.0
52,4.757445961011037,0.14359108094927836,0.4994568060764757,0.623136377815597,0.12517279576002666,0.2127970533645312,143.8433513706106,41.8732002613007,90.76473040619291,5.490773170187227,0.8556600747253006,13.28839137804334,0.5265543421717823,1.2256964507358514,0.8545440601891606,28993.6779853318,21.939763814997193,6698410.980487889,46.56740069431166,41.8732002613007,60.494568161165276,104.7411621571258,21.939763814997193,18.772979945395942,11.55247790301012,-6.067889335657517,clean_energy,0.0,0.0,0.0,0.0
53,2.2409751380032827,0.16670652298251915,0.5160539429505715,0.7551517460772822,0.23836903990465663,0.1122380991816544,306.7981516924557,64.2425194264773,122.7016197786428,5.108888126087889,0.8363032004546993,31.542648780050936,0.156898795242141,1.1582388389906886,0.9335337853403592,48640.8979491643,78.13885555776967,18629113.349642932,60.72107425313746,64.2425194264773,41.63668039023827,108.12550876912005,41.63668039023827,34.820889066665686,6.532744991110462,-3.2545047044957123,budget,0.0,0.0,0.0,0.0
54,2.9202859378319657,0.1463747734606802,0.3138549890024763,0.6348152230514017,0.18509120054487704,0.30863286807599377,64.76142181879447,78.49411809121581,100.00273233565196,8.502727225850787,0.8569516321424917,20.86820114613879,0.40571477527778466,1.225806439966443,0.7705890200111121,19222.256541608498,23.69635200899714,23761530.562910326,366.9087227484939,78.49411809121581,85.02494909151079,94.45929832970513,23.69635200899714,20.30662752993311,9.613960130233554,-10.175533746439235,clean_energy,0.0,0.0,0.0,0.0
