publication_status,absolute_projection_accepted,failure_reason,case,display_name,emissions_policy,matched_no_aether_case,carbon_baseline_id,carbon_baseline_method,year,co2_ppm,co2_erf_w_m2,co2_erf_change_vs_2026_w_m2,co2_only_equilibrium_warming_proxy_c,co2_only_transient_warming_proxy_c,co2_only_equilibrium_change_vs_2026_c,co2_only_transient_change_vs_2026_c,ppm_above_preindustrial,source_formula,transient_proxy_avoided_vs_matched_no_aether_c
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2037,464.349490,2.908696,0.409526,2.220379,1.332227,0.312615,0.187569,186.349490,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2038,467.307258,2.944696,0.445526,2.247860,1.348716,0.340096,0.204058,189.307258,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2039,470.270038,2.980530,0.481360,2.275214,1.365128,0.367450,0.220470,192.270038,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2040,473.238759,3.016210,0.517040,2.302450,1.381470,0.394687,0.236812,195.238759,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2041,476.233452,3.051975,0.552806,2.329752,1.397851,0.421989,0.253193,198.233452,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2042,479.243772,3.087702,0.588532,2.357024,1.414215,0.449261,0.269557,201.243772,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2043,482.260624,3.123282,0.624112,2.384184,1.430511,0.476421,0.285853,204.260624,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2044,485.283111,3.158705,0.659535,2.411225,1.446735,0.503462,0.302077,207.283111,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2045,488.312509,3.193989,0.694819,2.438160,1.462896,0.530396,0.318238,210.312509,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2046,491.348233,3.229128,0.729958,2.464983,1.478990,0.557220,0.334332,213.348233,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2047,494.390764,3.264128,0.764958,2.491701,1.495020,0.583937,0.350362,216.390764,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2048,497.440702,3.298998,0.799828,2.518319,1.510991,0.610556,0.366333,219.440702,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2049,500.496706,3.333723,0.834554,2.544827,1.526896,0.637064,0.382238,222.496706,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2050,503.560470,3.368325,0.869155,2.571240,1.542744,0.663477,0.398086,225.560470,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2051,506.662482,3.403145,0.903975,2.597820,1.558692,0.690057,0.414034,228.662482,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2052,509.786457,3.437996,0.938826,2.624424,1.574655,0.716661,0.429997,231.786457,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2053,512.916490,3.472702,0.973532,2.650917,1.590550,0.743154,0.445892,234.916490,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2054,516.050031,3.507234,1.008064,2.677278,1.606367,0.769515,0.461709,238.050031,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2055,519.188792,3.541615,1.042445,2.703523,1.622114,0.795760,0.477456,241.188792,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2056,522.331680,3.575834,1.076664,2.729644,1.637786,0.821881,0.493128,244.331680,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2057,525.477771,3.609881,1.110711,2.755635,1.653381,0.847871,0.508723,247.477771,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2058,528.627289,3.643762,1.144593,2.781498,1.668899,0.873735,0.524241,250.627289,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2059,531.780542,3.677482,1.178312,2.807238,1.684343,0.899475,0.539685,253.780542,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2060,534.936941,3.711036,1.211866,2.832852,1.699711,0.925089,0.555053,256.936941,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2061,538.117708,3.744649,1.245479,2.858511,1.715106,0.950747,0.570448,260.117708,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2062,541.310930,3.778194,1.279025,2.884118,1.730471,0.976355,0.585813,263.310930,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2063,544.506047,3.811562,1.312392,2.909590,1.745754,1.001826,0.601096,266.506047,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2064,547.702724,3.844751,1.345581,2.934925,1.760955,1.027161,0.616297,269.702724,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2065,550.899829,3.877751,1.378581,2.960115,1.776069,1.052352,0.631411,272.899829,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2066,554.097356,3.910565,1.411395,2.985164,1.791098,1.077400,0.646440,276.097356,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2067,557.295487,3.943195,1.444025,3.010073,1.806044,1.102309,0.661386,279.295487,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2068,560.492460,3.975628,1.476458,3.034830,1.820898,1.127067,0.676240,282.492460,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2069,563.690622,4.007887,1.508717,3.059456,1.835674,1.151693,0.691016,285.690622,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2070,566.887363,4.039951,1.540781,3.083932,1.850359,1.176168,0.705701,288.887363,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2071,570.129207,4.072282,1.573112,3.108612,1.865167,1.200849,0.720509,292.129207,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2072,573.388772,4.104605,1.605435,3.133286,1.879972,1.225523,0.735314,295.388772,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2073,576.645246,4.136715,1.637545,3.157797,1.894678,1.250034,0.750021,298.645246,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2074,579.897277,4.168600,1.669430,3.182137,1.909282,1.274374,0.764624,301.897277,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,baseline_constant_emissions_no_aether,"No AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,"published evolving reference plus Joos future emissions anomalies; conditional hybrid screen, not historical reservoir calibration",2075,583.143888,4.200254,1.701084,3.206301,1.923781,1.298538,0.779123,305.143888,CO2 ERF = 3.93 * log2(C/278); proxies scale forcing by ECS=3.0C and TCR=1.8C,0.000000
