"scenario","display_name","year","years_from_2026","planned_capacity_gtco2_y","actual_gross_removal_gtco2_y","durable_credit_gtco2_y","binding_constraint","clean_generation_available_twh_y","energy_limited_capacity_gtco2_y","robots_in_service_for_aether","robot_limited_capacity_gtco2_y","storage_limited_capacity_gtco2_y","budget_limited_capacity_gtco2_y","learned_cost_usd_tco2","annual_cost_trillion_usd","energy_twh_y","average_power_tw","residual_emissions_gtco2_y","rebound_or_delayed_abatement_gtco2_y","net_after_emissions_rebound_gtco2_y","cumulative_gross_removal_gtco2","cumulative_durable_credit_gtco2","cumulative_net_after_emissions_rebound_gtco2","cumulative_energy_twh","cumulative_cost_trillion_usd","scenario_interpretation"
"linear_reference_2046","Linear 2046 reference","2036","10","50","13.6599438212797","11.5972923042665","clean_energy","11383.2865177331","13.6599438212797","7352594.21675205","147.051884335041","50.7116572685544","107.142857142857","84","1.1474352809875","11383.2865177331","1.29946193124807","28.6","2.04899157319196","-19.0516992689255","63.0252359631445","53.5084253327097","-345.345360061762","52521.0299692871","5.29411982090414","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2037","11","55","16.2699353944717","13.8131751499065","clean_energy","13558.2794953931","16.2699353944717","9190742.77094007","183.814855418801","56.0492909633504","107.142857142857","84","1.36667457313562","13558.2794953931","1.54774880084396","27.24","2.44049030917075","-15.8673151592643","79.2951713576162","67.3216004826161","-361.212675221026","66079.3094646802","6.66079439403976","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2038","12","60","19.2714257036424","16.3614404223924","clean_energy","16059.521419702","19.2714257036424","11488428.4636751","229.768569273502","61.4112746921201","107.142857142857","84","1.61879975910596","16059.521419702","1.83327870087923","25.88","2.89071385554636","-12.4092734331539","98.5665970612586","83.6830409050086","-373.62194865418","82138.8308843822","8.27959415314572","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2039","13","65","22.7231395591888","19.2919454857513","clean_energy","18935.9496326573","22.7231395591888","14360535.5795939","287.210711591877","66.7956720157636","107.142857142857","84","1.90874372297186","18935.9496326573","2.16163808591979","24.52","3.40847093387832","-8.63652544812704","121.289736620447","102.97498639076","-382.258474102307","101074.78051704","10.1883378761176","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2040","14","70","26.6926104930671","22.662026308614","clean_energy","22243.8420775559","26.6926104930671","17950669.4744923","359.013389489846","72.2008384723545","107.142857142857","84","2.24217928141764","22243.8420775559","2.53925137871643","23.16","4.00389157396006","-4.5018652653461","147.982347113514","125.637012699374","-386.760339367653","123318.622594595","12.4305171575352","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2041","15","75","31.2575020670272","26.5376192549061","clean_energy","26047.9183891893","31.2575020670272","22438336.8431154","448.766736862308","77.6253597018492","107.142857142857","84","2.62563017363028","26047.9183891893","2.97350666543257","21.8","4.68862531005407","0.0489939448519809","179.239849180542","152.17463195428","-386.711345422801","149366.540983785","15.0561473311655","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2042","16","80","36.5071273770812","30.994551143142","clean_energy","30422.6061475677","36.5071273770812","28047921.0538942","560.958421077885","83.0680059640227","107.142857142857","84","3.06659869967482","30422.6061475677","3.47290024515613","20.44","5.47606910656218","5.07848203657978","215.746976557623","183.169183097422","-381.632863386222","179789.147131352","18.1227460308403","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2043","17","85","42.5441964836434","36.1200228146133","clean_energy","35453.4970697028","42.5441964836434","35059901.3173678","701.198026347356","88.527697945556","107.142857142857","84","3.57371250462605","35453.4970697028","4.04720286183822","19.08","6.38162947254651","10.6583933420667","258.291173041266","219.289205912035","-370.974470044155","215242.644201055","21.6964585354664","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2044","18","90","49.4868259561899","42.0143152368052","clean_energy","41239.0216301583","49.4868259561899","43824876.6467097","876.497532934195","94.0034805504352","107.142857142857","84","4.15689338031995","41239.0216301583","4.70765087102263","17.72","7.42302389342849","16.8712913433768","307.777998997456","261.30352114884","-354.103178700778","256481.665831213","25.8533519157863","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2045","19","95","57.4708498496184","48.792751522326","clean_energy","47892.374874682","57.4708498496184","54781095.8083872","1095.62191616774","99.4945024670411","107.142857142857","84","4.82755138736795","47892.374874682","5.4671660815847","16.36","8.62062747744276","23.8121240448833","365.248848847075","310.096272671166","-330.291054655895","304374.040705896","30.6809033031543","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2046","20","100","66.6524773270612","56.5879532506749","clean_energy","55543.7311058843","66.6524773270612","68476369.760484","1369.52739520968","105","107.142857142857","84","5.59880809547314","55543.7311058843","6.34060857373109","15","9.99787159905917","31.5900816516158","431.901326174136","366.684225921841","-298.700973004279","359917.77181178","36.2797113986274","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2047","21","100","77.2113489261203","65.5524352382762","clean_energy","64342.7907717669","77.2113489261203","85595462.200605","1711.9092440121","105","107.142857142857","84","6.48575330979411","64342.7907717669","7.34506743969942","13.25","11.5817023389181","40.7207328993581","509.112675100256","432.236661160117","-257.980240104921","424260.562583547","42.7654647084215","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2048","22","100","89.3540512650384","75.8615895240176","clean_energy","74461.709387532","89.3540512650384","106994327.750756","2139.88655501512","105","107.142857142857","84","7.50574030626322","74461.709387532","8.50019513556301","11.5","13.4031076897558","50.9584818342618","598.466726365294","508.098250684135","-207.021758270659","498722.271971079","50.2712050146847","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2049","23","100","100","84.9","planned_target","86098.4657956618","103.318158954794","133742909.688445","2674.85819376891","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","9.75","15","60.15","698.466726365294","592.998250684135","-146.871758270659","582055.605304412","58.6712050146847","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2050","24","100","100","84.9","planned_target","99480.735665011","119.376882798013","167178637.110557","3343.57274221113","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","8","15","61.9","798.466726365294","677.898250684135","-84.9717582706592","665388.938637745","67.0712050146847","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2051","25","100","100","84.9","planned_target","114870.346014763","137.844415217715","208973296.388196","4179.46592776391","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","7.4","15","62.5","898.466726365294","762.798250684135","-22.4717582706592","748722.271971079","75.4712050146847","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2052","26","100","100","84.9","planned_target","132568.397916977","159.082077500372","261216620.485245","5224.33240970489","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","6.8","15","63.1","998.466726365294","847.698250684135","40.6282417293408","832055.605304412","83.8712050146847","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2053","27","100","100","84.9","planned_target","152921.157604524","183.505389125428","326520775.606556","6530.41551213112","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","6.2","15","63.7","1098.46672636529","932.598250684135","104.328241729341","915388.938637746","92.2712050146848","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2054","28","100","100","84.9","planned_target","176326.831245202","211.592197494243","408150969.508195","8163.0193901639","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","5.6","15","64.3","1198.46672636529","1017.49825068413","168.628241729341","998722.271971079","100.671205014685","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2055","29","100","100","84.9","planned_target","203243.355931982","243.892027118379","510188711.885244","10203.7742377049","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","5","15","64.9","1298.46672636529","1102.39825068414","233.528241729341","1082055.60530441","109.071205014685","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2056","30","100","100","84.9","planned_target","234197.35932178","281.036831186136","637735889.856554","12754.7177971311","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","4.4","15","65.5","1398.46672636529","1187.29825068414","299.028241729341","1165388.93863775","117.471205014685","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2057","31","100","100","84.9","planned_target","269794.463220047","323.753355864056","797169862.320693","15943.3972464139","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","3.8","15","66.1","1498.46672636529","1272.19825068414","365.128241729341","1248722.27197108","125.871205014685","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2058","32","100","100","84.9","planned_target","310731.132703054","372.877359243665","996462327.900866","19929.2465580173","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","3.2","15","66.7","1598.46672636529","1357.09825068414","431.828241729341","1332055.60530441","134.271205014685","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2059","33","100","100","84.9","planned_target","357808.302608512","429.369963130214","1245577909.87608","24911.5581975217","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","2.6","15","67.3","1698.46672636529","1441.99825068414","499.128241729341","1415388.93863775","142.671205014685","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"linear_reference_2046","Linear 2046 reference","2060","34","100","100","84.9","planned_target","411947.047999789","494.336457599746","1556972387.3451","31139.4477469021","105","107.142857142857","84","8.4","83333.3333333333","9.51293759512938","2","15","67.9","1798.46672636529","1526.89825068414","567.028241729341","1498722.27197108","151.071205014685","A straight 20-year ramp with strong but not magical energy, storage, robotics, and budget assumptions."
"s_curve_industrialization","S-curve industrialization","2026","0","0","0","0","startup","493","0.7395","205988.88","4.57753066666667","0","31.6666666666667","300","0","0","0","42.2","0","-42.2","0","0","-42.2","0","0","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2027","1","0.25","0.082969924627496","0.0713541351796466","storage","1064.88","1.59732","467594.7576","10.3909946133333","0.082969924627496","125","76","0.0063057142716897","55.3132830849974","0.00631430172203166","40.69","0.00995639095529952","-40.6286022557757","0.082969924627496","0.0713541351796466","-82.8286022557757","55.3132830849974","0.0063057142716897","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2028","2","1","0.437917887608847","0.376609383343609","storage","1728.2608","2.5923912","799834.222152","17.7740938256","0.437917887608847","125","76","0.0332817594582724","291.945258405898","0.0333270842929107","39.18","0.0525501465130617","-38.8559407631695","0.520887812236343","0.447963518523255","-121.684543018945","347.258541490895","0.0395874737299621","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2029","3","2.25","1.15880859271144","0.996575389731835","storage","2497.782528","3.746673792","1221778.34213304","27.1506298251787","1.15880859271144","125","76","0.0880694530460691","772.539061807624","0.0881893906173087","37.67","0.139057031125372","-36.8124816413935","1.67969640494778","1.44453890825509","-158.497024660339","1119.79760329852","0.127656926776031","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2030","4","4","2.31134446787532","1.98775624237277","storage","3390.42773248","5.08564159872","1757647.37450896","39.0588305446436","2.31134446787532","125","76","0.175662179558524","1540.89631191688","0.175901405469963","36.16","0.277361336145038","-34.4496050937723","3.9910408728231","3.43229515062786","-192.946629754111","2660.6939152154","0.303319106334555","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2031","5","6.25","3.94865059530231","3.39583951195999","storage","4425.8961696768","6.6388442545152","2438201.04562638","54.182245458364","3.94865059530231","125","76","0.300097445242975","2632.43373020154","0.300506133584651","34.65","0.473838071436277","-31.7279985594763","7.9396914681254","6.82813466258785","-224.674628313587","5293.12764541693","0.603416551577531","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2032","6","9","6.11622842061738","5.25995644173095","storage","5627.03955682509","8.44055933523763","3302504.2079455","73.388982398789","6.11622842061738","125","76","0.464833359966921","4077.48561374492","0.465466394263119","33.14","0.733947410474085","-28.6139909687431","14.0559198887428","12.0880911043188","-253.28861928233","9370.61325916185","1.06824991154445","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2033","7","12.25","8.8543358623687","7.61472884163708","storage","7020.3658859171","10.5305488288757","4400169.22409079","97.7815383131286","8.8543358623687","125","76","0.672929525540021","5902.89057491247","0.673845956040236","31.63","1.06252030348424","-25.0777914618472","22.9102557511115","19.7028199459559","-278.366410744178","15273.5038340743","1.74117943708447","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2034","8","16","12.1993492395306","10.4914403459963","storage","8636.62442766384","12.9549366414958","5588214.9145953","124.182553657673","12.1993492395306","125","76","0.927150542204324","8132.89949302039","0.928413184134747","30.12","1.46392190874367","-21.0924815627474","35.1096049906421","30.1942602919522","-299.458892306925","23406.4033270947","2.6683299792888","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2035","9","20.25","15.7672265041351","13.5598147935562","clean_energy","10511.48433609","15.7672265041351","7097032.94153603","157.711843145245","16.184627870529","125","76","1.19830921431427","10511.48433609","1.19994113425685","28.61","1.89206718049621","-16.94225238694","50.8768314947771","43.7540750855083","-316.401144693865","33917.8876631848","3.86663919360306","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2036","10","25","19.0294827447967","16.3653551605251","clean_energy","12686.3218298645","19.0294827447967","9013231.83575076","200.294040794461","20.841102789518","125","76","1.44624068860455","12686.3218298645","1.44821025455074","27.1","2.2835379293756","-13.0181827688505","69.9063142395738","60.1194302460335","-329.419327462715","46604.2094930492","5.31287988220761","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2037","11","30.25","22.8136999839642","19.6197819862092","clean_energy","15209.1333226428","22.8136999839642","11446804.4314035","254.373431808966","26.1976985152417","125","76","1.73384119878128","15209.1333226428","1.73620243409164","25.59","2.7376439980757","-8.70786201186653","92.720014223538","79.7392122322427","-338.127189474582","61813.342815692","7.04672108098889","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2038","12","36","27.2033919813984","23.3949171040026","clean_energy","18135.5946542656","27.2033919813984","14537441.6278824","323.054258397387","32.2816471403945","125","76","2.06745779058628","18135.5946542656","2.07027336235909","24.08","3.26440703776781","-3.94948993376517","119.923406204936","103.134129336245","-342.076679408347","79948.9374699576","9.11417887157517","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2039","13","42.25","32.2954346984222","27.7740738406431","clean_energy","21530.2897989481","32.2954346984222","18462550.8674107","410.278908164681","39.118729481425","125","76","2.45445303708008","21530.2897989481","2.45779563914933","22.57","3.87545216381066","1.3286216768324","152.218840903359","130.908203176888","-340.748057731515","101479.227268906","11.5686319086553","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2040","14","49","38.2022042501697","32.8538956551459","clean_energy","25468.1361667798","38.2022042501697","23447439.6016115","521.054213369145","46.7334648601425","125","76","2.9033675230129","25468.1361667798","2.907321480226","21.06","4.58426451002036","7.20963114512557","190.421045153528","163.762098832034","-333.538426586389","126947.363435686","14.4719994316681","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2041","15","56.25","45.0540569301969","38.7464889599693","clean_energy","30036.0379534646","45.0540569301969","29778248.2940466","661.738850978814","55.1492635433232","125","76","3.42410832669496","30036.0379534646","3.42877145587495","19.55","5.40648683162362","13.7900021283457","235.475102083725","202.508587792004","-319.748424458043","156983.40138915","17.8961077583631","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2042","16","64","53.0022060390283","45.5818971935644","clean_energy","35334.8040260189","53.0022060390283","37818375.3334392","840.408340743094","64.3885513113676","125","76","4.02816765896615","35334.8040260189","4.03365342762773","18.04","6.3602647246834","21.181632468881","288.477308122753","248.090484985568","-298.566791989162","192318.205415169","21.9242754173293","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2043","17","72.25","62.2220590052729","53.5109707445347","clean_energy","41481.3726701819","62.2220590052729","48029336.6734678","1067.31859274373","74.4728727561526","125","76","4.72887648440074","41481.3726701819","4.73531651486095","16.53","7.46664708063274","29.5143236639019","350.699367128026","301.601455730103","-269.052468325261","233799.578085351","26.65315190173","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2044","18","81","72.9170884461165","62.7086960636602","clean_energy","48611.392297411","72.9170884461165","60997257.5753042","1355.49461278454","85.4229780323137","125","76","5.54169872190486","48611.392297411","5.54924569605148","15.02","8.75005061353398","38.9386454501262","423.616455574143","364.310151793763","-230.113822875134","282410.970382762","32.1948506236349","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2045","19","90.25","85.3233225974951","73.3780574338458","clean_energy","56882.2150649968","85.3233225974951","77466517.1206363","1721.47815823636","97.25889652218","125","76","6.48457251740963","56882.2150649968","6.49340354623251","13.51","10.2387987116994","49.6292587221464","508.939778171638","437.688209227609","-180.484564152988","339293.185447759","38.6794231410445","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2046","20","100","99.7145542130944","85.7545166232612","clean_energy","66476.3694753962","99.7145542130944","98382476.7432081","2186.27726096018","110","125","76","7.57830612019517","66476.3694753962","7.58862665244249","12","11.9657465055713","61.7887701176898","608.654332384732","523.44272585087","-118.695794035298","405769.554923155","46.2577292612397","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2047","21","100","100","86","planned_target","77605.5885914596","116.408382887189","124945745.463874","2776.57212141943","110","125","76","7.6","66666.6666666667","7.6103500761035","10.25","12","63.75","708.654332384732","609.44272585087","-54.9457940352981","472436.221589822","53.8577292612397","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2048","22","100","100","86","planned_target","90515.4827660932","135.77322414914","158681096.73912","3526.24659420267","110","125","76","7.6","66666.6666666667","7.6103500761035","8.5","12","65.5","808.654332384732","695.44272585087","10.5542059647019","539102.888256488","61.4577292612397","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2049","23","100","100","86","planned_target","105490.960008668","158.236440013002","201524992.858683","4478.3331746374","110","125","76","7.6","66666.6666666667","7.6103500761035","6.75","12","67.25","908.654332384732","781.44272585087","77.8042059647019","605769.554923155","69.0577292612397","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2050","24","100","100","86","planned_target","122862.513610055","184.293770415082","255936740.930527","5687.48313178949","110","125","76","7.6","66666.6666666667","7.6103500761035","5","12","69","1008.65433238473","867.44272585087","146.804205964702","672436.221589822","76.6577292612397","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2051","25","100","100","86","planned_target","143013.515787664","214.520273681496","325039660.98177","7223.10357737266","110","125","76","7.6","66666.6666666667","7.6103500761035","4.6","12","69.4","1108.65433238473","953.44272585087","216.204205964702","739102.888256488","84.2577292612396","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2052","26","100","100","86","planned_target","166388.67831369","249.583017470535","412800369.446847","9173.34154326327","110","125","76","7.6","66666.6666666667","7.6103500761035","4.2","12","69.8","1208.65433238473","1039.44272585087","286.004205964702","805769.554923155","91.8577292612396","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2053","27","100","100","86","planned_target","193503.86684388","290.25580026582","524256469.197496","11650.1437599444","110","125","76","7.6","66666.6666666667","7.6103500761035","3.8","12","70.2","1308.65433238473","1125.44272585087","356.204205964702","872436.221589821","99.4577292612396","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2054","28","100","100","86","planned_target","224957.485538901","337.436228308352","665805715.88082","14795.6825751293","110","125","76","7.6","66666.6666666667","7.6103500761035","3.4","12","70.6","1408.65433238473","1211.44272585087","426.804205964702","939102.888256488","107.05772926124","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2055","29","100","100","86","planned_target","261443.683225125","392.165524837688","845573259.168641","18790.5168704143","110","125","76","7.6","66666.6666666667","7.6103500761035","3","12","71","1508.65433238473","1297.44272585087","497.804205964702","1005769.55492315","114.65772926124","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2056","30","100","100","86","planned_target","303767.672541145","455.651508811718","1073878039.14417","23863.9564254261","110","125","76","7.6","66666.6666666667","7.6103500761035","2.6","12","71.4","1608.65433238473","1383.44272585087","569.204205964702","1072436.22158982","122.25772926124","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2057","31","100","100","86","planned_target","352863.500147729","529.295250221593","1363825109.7131","30307.2246602912","110","125","76","7.6","66666.6666666667","7.6103500761035","2.2","12","71.8","1708.65433238473","1469.44272585087","641.004205964702","1139102.88825649","129.85772926124","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
"s_curve_industrialization","S-curve industrialization","2058","32","100","100","86","planned_target","409814.660171365","614.721990257048","1732057889.33564","38490.1753185698","110","125","76","7.6","66666.6666666667","7.6103500761035","1.8","12","72.2","1808.65433238473","1555.44272585087","713.204205964702","1205769.55492315","137.45772926124","A slower early ramp that accelerates after factories, supply chains, and field automation start compounding."
