integration_scope,integration_note,scenario,display_name,year,years_from_2026,planned_linear_target_gtco2_y,actual_capacity_gtco2_y,binding_constraint,clean_energy_available_twh_y,energy_limited_capacity_gtco2_y,robots_in_service_for_aether,robot_limited_capacity_gtco2_y,storage_limited_capacity_gtco2_y,budget_limited_capacity_gtco2_y,learning_basis,learning_reference_cumulative_production_gtco2,cumulative_realized_production_at_start_gtco2,learning_doublings_from_realized_production,learned_cost_usd_tco2,annual_cost_trillion_usd,emissions_gtco2_y,rebound_gtco2_y,net_removal_after_emissions_and_rebound_gtco2_y,cumulative_realized_production_at_end_gtco2
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",reference_extrapolation,Reference extrapolation,2036,10,50.0,1.1453306618776669,clean_energy,1908.884436462778,1.1453306618776669,936717.2630539698,3.1223908768465662,9.15053559966016,11.11111111111111,cumulative_realized_removal_gtco2,0.00204,4.989384364627779,11.256076946245944,180.0,0.20615951913798003,40.1,0.5153987978449501,-39.47006813596729,6.134715026505446
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",reference_extrapolation,Reference extrapolation,2037,11,55.00000000000001,1.2905505015903271,clean_energy,2150.917502650545,1.2905505015903271,1049123.3346204464,3.4970777820681547,10.506689754577025,11.11111111111111,cumulative_realized_removal_gtco2,0.00204,6.134715026505446,11.554211460966984,180.0,0.2322990902862589,39.89,0.5807477257156473,-39.18019722412532,7.425265528095773
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",reference_extrapolation,Reference extrapolation,2038,12,60.0,1.4444835316857467,clean_energy,2407.472552809578,1.4444835316857467,1175018.1347749,3.9167271159163333,11.919535233603067,11.11111111111111,cumulative_realized_removal_gtco2,0.00204,7.425265528095773,11.829657750192524,180.0,0.26000703570343436,39.68,0.650017589258586,-38.88553405757284,8.869749059781519
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",reference_extrapolation,Reference extrapolation,2039,13,65.0,1.6076525435868918,clean_energy,2679.420905978153,1.6076525435868918,1316020.310947888,4.386734369826294,13.386417808420543,11.11111111111111,cumulative_realized_removal_gtco2,0.00204,8.869749059781519,12.086108421283656,180.0,0.28937745784564056,39.47,0.7234436446141014,-38.585791101027205,10.47740160336841
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",reference_extrapolation,Reference extrapolation,2040,14,70.0,1.7806116962021055,clean_energy,2967.686160336842,1.7806116962021055,1473942.748261635,4.91314249420545,14.905006394648865,11.11111111111111,cumulative_realized_removal_gtco2,0.00204,10.47740160336841,12.32642420007399,180.0,0.320510105316379,39.26,0.8012752632909474,-38.28066356708884,12.258013299570516
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",reference_extrapolation,Reference extrapolation,2041,15,75.0,1.9639483979742316,clean_energy,3273.2473299570524,1.9639483979742316,1650815.8780530312,5.502719593510104,16.473232976787077,11.11111111111111,cumulative_realized_removal_gtco2,0.00204,12.258013299570516,12.552868402538573,180.0,0.3535107116353617,39.05,0.8837767790884042,-37.96982838111417,14.221961697544748
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",reference_extrapolation,Reference extrapolation,2042,16,80.0,2.1582853018526857,clean_energy,3597.142169754476,2.1582853018526857,1848913.783419395,6.163045944731317,18.08924703851278,11.11111111111111,cumulative_realized_removal_gtco2,0.00204,14.221961697544748,12.767263703289215,180.0,0.3884913543334835,38.84,0.9712283858337086,-37.65294308398103,16.380246999397432
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",reference_extrapolation,Reference extrapolation,2043,17,85.0,2.364282419963847,clean_energy,3940.4706999397445,2.364282419963847,2070783.4374297226,6.902611458099075,19.7513802917794,11.11111111111111,cumulative_realized_removal_gtco2,0.00204,16.380246999397432,12.971100339039724,180.0,0.42557083559349246,38.63,1.0639270889837311,-37.329644669019885,18.744529419361278
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",reference_extrapolation,Reference extrapolation,2044,18,90.0,2.582639365161678,clean_energy,4304.39894193613,2.582639365161678,2319277.4499212895,7.730924833070965,21.458118898030172,11.11111111111111,cumulative_realized_removal_gtco2,0.00204,18.744529419361278,13.165612834633754,180.0,0.4648750857291021,38.42,1.1621877143227552,-36.99954834916108,21.327168784522957
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",reference_extrapolation,Reference extrapolation,2045,19,95.0,2.8140977270713785,clean_energy,4690.162878452297,2.8140977270713785,2597590.7439118447,8.658635813039481,23.20808125569361,11.11111111111111,cumulative_realized_removal_gtco2,0.00204,21.327168784522957,13.351835685687812,180.0,0.5065375908728481,38.21,1.2663439771821203,-36.66224625011074,24.141266511594335
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",reference_extrapolation,Reference extrapolation,2046,20,100.0,3.0594435906956616,clean_energy,5099.072651159436,3.0594435906956616,2909301.6331812665,9.697672110604222,25.0,11.11111111111111,cumulative_realized_removal_gtco2,0.00204,24.141266511594335,13.530644592843545,180.0,0.5506998463252192,38.0,1.3767496158130477,-36.31730602511738,27.200710102289996
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2026,0,0.0,0.0,startup,255.0,0.30600000000000005,135519.0,1.35519,0.0,10.0,cumulative_realized_removal_gtco2,0.00204,0.00204,0.0,400.0,0.0,42.2,0.0,-42.2,0.00204
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2027,1,5.0,0.6426000000000001,clean_energy,535.5,0.6426000000000001,295431.42,2.9543142,1.4186124135047637,10.0,cumulative_realized_removal_gtco2,0.00204,0.00204,0.0,400.0,0.25704000000000005,41.34,0.16065000000000002,-40.85805,0.6446400000000001
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2028,2,10.0,1.01286,clean_energy,844.0500000000001,1.01286,484128.0756,4.841280756,3.374047951142095,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,0.6446400000000001,8.303780748177104,90.0,0.09115740000000001,40.480000000000004,0.253215,-39.720355,1.6575000000000002
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2029,3,15.0,1.4201460000000004,clean_energy,1183.4550000000002,1.4201460000000004,706790.1292079999,7.067901292079999,5.600996795596305,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,1.6575000000000002,9.66622400280318,90.0,0.12781314000000002,39.620000000000005,0.3550365000000001,-38.5548905,3.0776460000000005
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2030,4,20.0,1.8681606000000006,clean_energy,1556.8005000000003,1.8681606000000006,969531.3524654399,9.695313524654399,8.024883659717064,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,3.0776460000000005,10.559042430598213,90.0,0.16813445400000007,38.760000000000005,0.46704015000000015,-37.358879550000005,4.945806600000001
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2031,5,25.0,2.360976660000001,clean_energy,1967.4805500000004,2.360976660000001,1279565.9959092191,12.795659959092191,10.606601717798213,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,4.945806600000001,11.24342095838885,90.0,0.2124878994000001,37.900000000000006,0.5902441650000002,-36.12926750500001,7.306783260000001
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2032,6,30.0,2.903074326000001,clean_energy,2419.2286050000007,2.903074326000001,1645406.8751728784,16.454068751728784,13.321490480861135,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,7.306783260000001,11.806451545999545,90.0,0.2612766893400001,37.04,0.7257685815000002,-34.862694255499996,10.209857586000002
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2033,7,35.0,3.4993817586000016,clean_energy,2916.151465500001,3.4993817586000016,2077099.1127039965,20.770991127039967,16.15237191358263,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,10.209857586000002,12.289105970022408,90.0,0.31494435827400014,36.18,0.8748454396500004,-33.55546368105,13.709239344600004
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2034,8,40.0,4.155319934460001,clean_energy,3462.766612050001,4.155319934460001,2450976.952990716,24.50976952990716,19.08649749040922,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,13.709239344600004,12.71429175293975,90.0,0.3739787941014001,35.32,1.0388299836150003,-32.203510049155,17.864559279060003
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2035,9,45.0,4.876851927906002,clean_energy,4064.0432732550016,4.876851927906002,2892152.8045290443,28.921528045290444,22.11397898794344,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,17.864559279060003,13.096243550245498,90.0,0.4389166735115402,34.46,1.2192129819765005,-30.8023610540705,22.741411206966006
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2036,10,50.0,5.670537120696603,clean_energy,4725.447600580503,5.670537120696603,3412740.309344272,34.12740309344272,25.226892457611434,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,22.741411206966006,13.444465010084182,90.0,0.5103483408626943,33.6,1.4176342801741508,-29.34709715947755,28.41194832766261
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2037,11,55.00000000000001,6.543590832766264,clean_energy,5452.992360638553,6.543590832766264,4027033.565026241,40.27033565026241,28.418726488791116,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,28.41194832766261,13.76564099398323,90.0,0.5889231749489637,32.74,1.635897708191566,-27.832306875425306,34.95553916042888
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2038,12,60.0,7.503949916042891,clean_energy,6253.291596702408,7.503949916042891,4751899.606730964,47.518996067309644,31.684022524562163,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,34.95553916042888,14.064664314887114,90.0,0.6753554924438602,31.880000000000003,1.8759874790107227,-26.252037562967832,42.45948907647177
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2039,13,65.0,8.560344907647181,clean_energy,7133.62075637265,8.560344907647181,5607241.535942537,56.07241535942537,35.018129640462085,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,42.45948907647177,14.345230238462308,90.0,0.7704310416882463,31.020000000000003,2.1400862269117953,-24.599741319264616,51.01983398411895
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2040,14,70.0,9.7223793984119,clean_energy,8101.982832009915,9.7223793984119,6616545.012412193,66.16545012412193,38.41703120760516,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,51.01983398411895,14.61020143184622,90.0,0.8750141458570709,30.160000000000004,2.430594849602975,-22.86821545119108,60.74221338253085
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2041,15,75.0,11.00061733825309,clean_energy,9167.181115210908,11.00061733825309,7807523.114646387,78.07523114646388,41.87721865959448,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,60.74221338253085,14.861842707109632,90.0,0.9900555604427781,29.3,2.7501543345632724,-21.049536996310184,71.74283072078394
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2042,16,80.0,12.4066790720784,clean_energy,10338.899226731999,12.4066790720784,9212877.275282737,92.12877275282737,45.39559723215244,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,71.74283072078394,15.101977897463678,90.0,1.116601116487056,28.439999999999998,3.1016697680196,-19.134990695941198,84.14950979286235
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2043,17,85.0,13.953346979286241,clean_energy,11627.7891494052,13.953346979286241,10871195.184833629,108.71195184833628,48.96941405961358,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,84.14950979286235,15.332098094612402,90.0,1.2558012281357618,27.58,3.4883367448215603,-17.114989765535316,98.10285677214858
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2044,18,90.0,15.654681677214867,clean_energy,13045.568064345722,15.654681677214867,12828010.318103682,128.28010318103682,52.59620230696603,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,98.10285677214858,15.55343837593789,90.0,1.4089213509493381,26.72,3.913670419303717,-14.978988742088848,113.75753844936345
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2045,19,95.0,17.526149844936356,clean_energy,14605.124870780295,17.526149844936356,15137052.175362345,151.37052175362345,56.27373705938172,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,113.75753844936345,15.76703347478787,90.0,1.577353486044272,25.86,4.381537461234089,-12.715387616297733,131.2836882942998
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",fast_learning_energy_constrained,"Fast learning, energy constrained",2046,20,100.0,19.584764829429993,clean_energy,16320.637357858326,19.584764829429993,17861721.566927563,178.61721566927562,60.0,44.44444444444444,cumulative_realized_removal_gtco2,0.00204,131.2836882942998,15.973758997961994,90.0,1.7626288346486996,25.0,4.896191207357498,-10.311426377927505,150.86845312372978
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",aether_portfolio_push,AETHER portfolio push,2026,0,0.0,0.0,startup,552.5,0.9773955773955773,189726.59999999998,3.7945319999999993,0.0,30.0,cumulative_realized_removal_gtco2,0.00204,0.00204,0.0,300.0,0.0,42.2,0.0,-42.2,0.00204
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",aether_portfolio_push,AETHER portfolio push,2027,1,5.0,2.1014004914004913,clean_energy,1187.875,2.1014004914004913,426884.85,8.537697,4.519681211491608,30.0,cumulative_realized_removal_gtco2,0.00204,0.00204,0.0,300.0,0.6304201474201474,40.84,0.3152100737100737,-39.05380958230959,2.1034404914004914
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",aether_portfolio_push,AETHER portfolio push,2028,2,10.0,3.394006142506142,clean_energy,1918.5562499999999,3.394006142506142,723332.6625,14.46665325,9.358134850404328,107.14285714285714,cumulative_realized_removal_gtco2,0.00204,2.1034404914004914,10.00996613575109,84.0,0.28509651597051594,39.480000000000004,0.5091009213759213,-36.59509477886978,5.497446633906634
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",aether_portfolio_push,AETHER portfolio push,2029,3,15.0,4.880502641277641,clean_energy,2758.8396875,4.880502641277641,1093892.4281249999,21.8778485625,14.324686335019358,107.14285714285714,cumulative_realized_removal_gtco2,0.00204,5.497446633906634,11.39597682674848,84.0,0.40996222186732184,38.120000000000005,0.7320753961916461,-33.97157275491401,10.377949275184275
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",aether_portfolio_push,AETHER portfolio push,2030,4,20.0,6.5899736148648635,clean_energy,3725.1656406249995,6.5899736148648635,1557092.1351562499,31.141842703124997,19.376297526402354,107.14285714285714,cumulative_realized_removal_gtco2,0.00204,10.377949275184275,12.312664616827337,84.0,0.5535577836486485,36.760000000000005,0.9884960422297295,-31.158522427364872,16.967922890049138
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",aether_portfolio_push,AETHER portfolio push,2031,5,25.0,8.55586523449017,clean_energy,4836.4404867187495,8.55586523449017,2136091.7689453126,42.72183537890625,24.492116027841195,107.14285714285714,cumulative_realized_removal_gtco2,0.00204,16.967922890049138,13.021953197086939,84.0,0.7186926796971743,35.400000000000006,1.2833797851735256,-28.12751455068336,25.52378812453931
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",aether_portfolio_push,AETHER portfolio push,2032,6,30.0,10.816640597059273,clean_energy,6114.406559726562,10.816640597059273,2859841.3111816407,57.19682622363281,29.659690615350872,107.14285714285714,cumulative_realized_removal_gtco2,0.00204,25.52378812453931,13.610985690582178,84.0,0.9085978101529789,34.040000000000006,1.622496089558891,-24.845855492499624,36.340428721598585
partially_coupled_screening,"Joint screen of this model's planned capacity, clean-energy, robot, storage, budget, emissions, and rebound assumptions only; it does not establish a common feasible scenario with the separate regional, lifecycle, MRV, or field-productivity screens.",aether_portfolio_push,AETHER portfolio push,2033,7,35.0,13.41653226401374,clean_energy,7584.067543685545,13.41653226401374,3764528.238977051,75.29056477954101,34.870706429640954,107.14285714285714,cumulative_realized_removal_gtco2,0.00204,36.340428721598585,14.120718667036865,84.0,1.1269887101771543,32.68000000000001,2.012479839602061,-21.27594757558833,49.756960985612324
