scenario_family,parameter,parameter_was_shifted,sample_mean,independent_reference_sample_mean,mean_delta_vs_independent_reference,unit,interpretation
clean_power_abundance_correlated,cost_usd_tco2,yes,73.3006426760,104.5263603092,-31.2257176332,USD/tCO2,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
clean_power_abundance_correlated,durability_fraction_100y,no,0.8285852231,0.8270076468,0.0015775763,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
clean_power_abundance_correlated,rebound_fraction_of_gross,no,0.2824165447,0.2798683365,0.0025482082,fraction of gross removal,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
clean_power_abundance_correlated,storage_terminal_gtco2_y,no,99.0021356921,99.8730024734,-0.8708667813,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
clean_power_abundance_correlated,aether_clean_share,yes,0.5879877273,0.4674952107,0.1204925165,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
clean_power_abundance_correlated,execution_realization_fraction,yes,0.9719528951,0.8936935130,0.0782593821,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
clean_power_abundance_correlated,robot_output_growth_rate,no,0.2411384060,0.2397726129,0.0013657931,fraction/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
clean_power_abundance_correlated,robots_per_mtco2_y_capacity,no,161.8381594384,158.6516809674,3.1864784710,robots per Mt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
clean_power_abundance_correlated,gross_overbuild_factor,no,1.1769507008,1.1760021448,0.0009485559,multiple of 100 Gt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
clean_power_abundance_correlated,residual_emissions_2046_gtco2_y,no,18.3152694108,18.3585997109,-0.0433303001,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
clean_power_abundance_correlated,aether_robot_share,no,0.2484700350,0.2518430257,-0.0033729907,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
clean_power_abundance_correlated,annual_budget_trillion_usd,no,7.6773355442,7.5966292450,0.0807062992,trillion USD/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,clean_addition_growth_rate,no,0.1423099267,0.1430762438,-0.0007663171,fraction/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,energy_gj_tco2,no,2.9725292589,3.0161993982,-0.0436701394,GJ/tCO2,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,clean_deliverability_fraction,no,0.7996107647,0.8011955977,-0.0015848330,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,cost_usd_tco2,yes,72.9730929705,104.5263603092,-31.5532673387,USD/tCO2,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,durability_fraction_100y,no,0.8291183485,0.8270076468,0.0021107017,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,rebound_fraction_of_gross,no,0.2894335803,0.2798683365,0.0095652438,fraction of gross removal,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,storage_terminal_gtco2_y,no,98.9395010662,99.8730024734,-0.9335014072,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,aether_clean_share,no,0.4648606904,0.4674952107,-0.0026345203,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,execution_realization_fraction,yes,0.9697031467,0.8936935130,0.0760096336,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,robot_output_growth_rate,yes,0.2975112943,0.2397726129,0.0577386814,fraction/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,robots_per_mtco2_y_capacity,yes,100.4759515981,158.6516809674,-58.1757293693,robots per Mt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,gross_overbuild_factor,yes,1.2482309665,1.1760021448,0.0722288216,multiple of 100 Gt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,residual_emissions_2046_gtco2_y,no,18.4810858398,18.3585997109,0.1224861289,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,aether_robot_share,yes,0.3336345835,0.2518430257,0.0817915578,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
automation_abundance_correlated,annual_budget_trillion_usd,no,7.6798824601,7.5966292450,0.0832532151,trillion USD/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,clean_addition_growth_rate,no,0.1421155885,0.1430762438,-0.0009606554,fraction/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,energy_gj_tco2,no,2.9834011029,3.0161993982,-0.0327982953,GJ/tCO2,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,clean_deliverability_fraction,no,0.7980330643,0.8011955977,-0.0031625334,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,cost_usd_tco2,yes,155.5287610930,104.5263603092,51.0024007838,USD/tCO2,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,durability_fraction_100y,yes,0.7659622708,0.8270076468,-0.0610453760,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,rebound_fraction_of_gross,no,0.2832905747,0.2798683365,0.0034222382,fraction of gross removal,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,storage_terminal_gtco2_y,yes,71.4371181363,99.8730024734,-28.4358843371,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,aether_clean_share,no,0.4604242724,0.4674952107,-0.0070709383,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,execution_realization_fraction,yes,0.7862291984,0.8936935130,-0.1074643147,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,robot_output_growth_rate,no,0.2415798111,0.2397726129,0.0018071983,fraction/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,robots_per_mtco2_y_capacity,no,163.7434730304,158.6516809674,5.0917920630,robots per Mt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,gross_overbuild_factor,yes,1.1003453069,1.1760021448,-0.0756568380,multiple of 100 Gt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,residual_emissions_2046_gtco2_y,no,18.6637788220,18.3585997109,0.3051791111,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,aether_robot_share,no,0.2478221056,0.2518430257,-0.0040209201,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
storage_mrv_failure_correlated,annual_budget_trillion_usd,no,7.7013762194,7.5966292450,0.1047469744,trillion USD/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,clean_addition_growth_rate,no,0.1425608753,0.1430762438,-0.0005153685,fraction/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,energy_gj_tco2,no,2.9870626840,3.0161993982,-0.0291367142,GJ/tCO2,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,clean_deliverability_fraction,no,0.8000338307,0.8011955977,-0.0011617669,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,cost_usd_tco2,no,106.7155249247,104.5263603092,2.1891646154,USD/tCO2,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,durability_fraction_100y,no,0.8313282884,0.8270076468,0.0043206415,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,rebound_fraction_of_gross,yes,0.4329029154,0.2798683365,0.1530345788,fraction of gross removal,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,storage_terminal_gtco2_y,no,99.6468539720,99.8730024734,-0.2261485014,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,aether_clean_share,yes,0.5836771822,0.4674952107,0.1161819715,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,execution_realization_fraction,yes,0.7908052735,0.8936935130,-0.1028882395,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,robot_output_growth_rate,no,0.2403578016,0.2397726129,0.0005851888,fraction/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,robots_per_mtco2_y_capacity,no,165.1695948944,158.6516809674,6.5179139270,robots per Mt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,gross_overbuild_factor,no,1.1761300536,1.1760021448,0.0001279087,multiple of 100 Gt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,residual_emissions_2046_gtco2_y,yes,25.1922347779,18.3585997109,6.8336350670,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,aether_robot_share,no,0.2477885161,0.2518430257,-0.0040545096,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
policy_rebound_failure_correlated,annual_budget_trillion_usd,yes,10.2993132086,7.5966292450,2.7026839636,trillion USD/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,clean_addition_growth_rate,yes,0.1907162805,0.1430762438,0.0476400367,fraction/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,energy_gj_tco2,yes,2.1566155929,3.0161993982,-0.8595838054,GJ/tCO2,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,clean_deliverability_fraction,yes,0.8971119153,0.8011955977,0.0959163176,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,cost_usd_tco2,yes,67.0696096785,104.5263603092,-37.4567506307,USD/tCO2,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,durability_fraction_100y,yes,0.8930543947,0.8270076468,0.0660467479,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,rebound_fraction_of_gross,yes,0.1538694747,0.2798683365,-0.1259988618,fraction of gross removal,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,storage_terminal_gtco2_y,yes,129.1613027390,99.8730024734,29.2883002656,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,aether_clean_share,yes,0.6017264674,0.4674952107,0.1342312567,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,execution_realization_fraction,yes,0.9844944537,0.8936935130,0.0908009406,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,robot_output_growth_rate,yes,0.3076132364,0.2397726129,0.0678406236,fraction/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,robots_per_mtco2_y_capacity,yes,93.4826507283,158.6516809674,-65.1690302391,robots per Mt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,gross_overbuild_factor,yes,1.2616346136,1.1760021448,0.0856324688,multiple of 100 Gt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,residual_emissions_2046_gtco2_y,yes,11.8260854495,18.3585997109,-6.5325142614,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,aether_robot_share,yes,0.3455248462,0.2518430257,0.0936818206,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_abundance_aligned,annual_budget_trillion_usd,yes,10.7483003021,7.5966292450,3.1516710571,trillion USD/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,clean_addition_growth_rate,yes,0.0934453067,0.1430762438,-0.0496309371,fraction/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,energy_gj_tco2,yes,4.1985259247,3.0161993982,1.1823265265,GJ/tCO2,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,clean_deliverability_fraction,yes,0.6780519146,0.8011955977,-0.1231436830,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,cost_usd_tco2,yes,161.7337218345,104.5263603092,57.2073615253,USD/tCO2,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,durability_fraction_100y,yes,0.7575322820,0.8270076468,-0.0694753648,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,rebound_fraction_of_gross,yes,0.4603719527,0.2798683365,0.1805036162,fraction of gross removal,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,storage_terminal_gtco2_y,yes,67.9804629781,99.8730024734,-31.8925394953,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,aether_clean_share,yes,0.3083014891,0.4674952107,-0.1591937216,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,execution_realization_fraction,yes,0.7715947427,0.8936935130,-0.1220987703,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,robot_output_growth_rate,yes,0.1724664145,0.2397726129,-0.0673061984,fraction/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,robots_per_mtco2_y_capacity,yes,277.7532838616,158.6516809674,119.1016028941,robots per Mt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,gross_overbuild_factor,yes,1.0898744938,1.1760021448,-0.0861276511,multiple of 100 Gt/y,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,residual_emissions_2046_gtco2_y,yes,26.4043360792,18.3585997109,8.0457363683,GtCO2/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,aether_robot_share,yes,0.1527713496,0.2518430257,-0.0990716761,fraction,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
full_failure_clustered,annual_budget_trillion_usd,yes,4.8994001197,7.5966292450,-2.6972291253,trillion USD/year,"Empirical marginal diagnostic only; sampling variation affects unshifted parameters, while endpoint shifting intentionally changes shifted-parameter marginals."
