publication_status,absolute_projection_accepted,failure_reason,scenario_id,case,display_name,emissions_policy,matched_no_aether_case,carbon_baseline_id,avoided_temperature_vs_matched_no_aether_2100_c,forcing_policy,forcing_policy_name,config,fair_version,fair_temperature_2026_c,fair_temperature_2050_c,fair_temperature_2100_c,emulator_temperature_2100_c,fair_minus_emulator_2100_c,peak_fair_temperature_c,peak_fair_temperature_year,minimum_fair_temperature_c,minimum_fair_temperature_year,co2_ppm_2100,total_erf_2100_w_m2,config_interpretation,publication_use
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound__co2_only_screen,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.924544,co2_only_screen,CO2-only emulator screen,slower_ocean_lag,2.2.4,1.194192,1.06614,0.780723,0.867476,-0.086753,1.291621,2037,0.780723,2100,350.0,1.305821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound__mitigation_with_aerosol_cleanup,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,2.440816,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,central_diagnostic,2.2.4,1.454761,1.657128,1.276718,1.129083,0.147635,1.922272,2038,1.276718,2100,350.0,1.705821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound__mitigation_with_aerosol_cleanup,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,2.941164,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,faster_response,2.2.4,1.454761,1.963111,1.524822,1.129083,0.395739,2.289983,2038,1.454761,2026,350.0,1.705821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound__mitigation_with_aerosol_cleanup,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.924544,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,slower_ocean_lag,2.2.4,1.454761,1.344473,1.02468,1.129083,-0.104403,1.556742,2038,1.02468,2100,350.0,1.705821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound__nonco2_delay_aerosol_unmasking,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,2.440816,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,central_diagnostic,2.2.4,1.454761,1.927705,1.697041,1.432535,0.264506,2.057914,2041,1.454761,2026,350.0,2.305821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound__nonco2_delay_aerosol_unmasking,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,2.941164,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,faster_response,2.2.4,1.454761,2.293965,2.030287,1.432535,0.597752,2.456354,2041,1.454761,2026,350.0,2.305821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_constant_emissions_no_rebound__nonco2_delay_aerosol_unmasking,aether_constant_emissions_no_rebound,"AETHER, constant emissions",constant,baseline_constant_emissions_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.924544,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,slower_ocean_lag,2.2.4,1.454761,1.553511,1.357219,1.432535,-0.075316,1.657435,2041,1.357219,2100,350.0,2.305821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__active_full_forcing_management,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.27057,active_full_forcing_management,Active full-forcing management,central_diagnostic,2.2.4,1.454761,1.402575,1.140059,1.028038,0.112021,1.863227,2036,1.140059,2100,350.0,1.505821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__active_full_forcing_management,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.527274,active_full_forcing_management,Active full-forcing management,faster_response,2.2.4,1.454761,1.651755,1.360254,1.028038,0.332216,2.216706,2036,1.360254,2100,350.0,1.505821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__active_full_forcing_management,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.005829,active_full_forcing_management,Active full-forcing management,slower_ocean_lag,2.2.4,1.454761,1.147764,0.916602,1.028038,-0.111436,1.516009,2035,0.916602,2100,350.0,1.505821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__co2_only_screen,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.27057,co2_only_screen,CO2-only emulator screen,central_diagnostic,2.2.4,1.194192,1.110538,0.969506,0.861586,0.10792,1.559622,2036,0.969506,2100,350.0,1.305821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__co2_only_screen,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.527273,co2_only_screen,CO2-only emulator screen,faster_response,2.2.4,1.194192,1.305015,1.158286,0.861586,0.2967,1.857609,2036,1.158286,2100,350.0,1.305821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__co2_only_screen,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.005828,co2_only_screen,CO2-only emulator screen,slower_ocean_lag,2.2.4,1.194192,0.91124,0.777812,0.861586,-0.083774,1.26637,2035,0.777812,2100,350.0,1.305821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__mitigation_with_aerosol_cleanup,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.27057,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,central_diagnostic,2.2.4,1.454761,1.456691,1.273569,1.123193,0.150376,1.881204,2036,1.273569,2100,350.0,1.705821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__mitigation_with_aerosol_cleanup,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.527273,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,faster_response,2.2.4,1.454761,1.717926,1.521265,1.123193,0.398072,2.239069,2036,1.454761,2026,350.0,1.705821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__mitigation_with_aerosol_cleanup,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.005828,mitigation_with_aerosol_cleanup,Mitigation with aerosol cleanup,slower_ocean_lag,2.2.4,1.454761,1.189572,1.021769,1.123193,-0.101424,1.529166,2036,1.021769,2100,350.0,1.705821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.27057,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,central_diagnostic,2.2.4,1.454761,1.727268,1.693892,1.426645,0.267247,1.991499,2039,1.454761,2026,350.0,2.305821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.527273,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,faster_response,2.2.4,1.454761,2.04878,2.02673,1.426645,0.600085,2.374669,2039,1.454761,2026,350.0,2.305821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_half_2046_zero_2060__nonco2_delay_aerosol_unmasking,aether_half_2046_zero_2060,AETHER plus delayed zero,half_2046_zero_2060,baseline_half_2046_zero_2060_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.005829,nonco2_delay_aerosol_unmasking,Delayed non-CO2 mitigation plus aerosol unmasking,slower_ocean_lag,2.2.4,1.454761,1.39861,1.354307,1.426645,-0.072338,1.608885,2039,1.353937,2089,350.0,2.305821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__active_full_forcing_management,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.118729,active_full_forcing_management,Active full-forcing management,central_diagnostic,2.2.4,1.454761,1.487416,1.141308,1.030538,0.11077,1.880548,2037,1.141308,2100,350.0,1.505821,Central diagnostic continuation run; not a calibrated constrained AR6 ensemble.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__active_full_forcing_management,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,1.345449,active_full_forcing_management,Active full-forcing management,faster_response,2.2.4,1.454761,1.754036,1.361664,1.030538,0.331126,2.238272,2037,1.361664,2100,350.0,1.505821,Higher near-term response stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
quarantined_hybrid_off_reference,false,Hybrid zero-future CO2 response fails (late rebound above initial); absolute ppm/temperature trajectories quarantined.,aether_net_zero_2050_25pct_rebound__active_full_forcing_management,aether_net_zero_2050_25pct_rebound,"AETHER, net-zero 2050, 25% rebound",net_zero_2050,baseline_net_zero_2050_no_aether,rcmip_v5.1.0_ssp245_world_co2,0.884874,active_full_forcing_management,Active full-forcing management,slower_ocean_lag,2.2.4,1.454761,1.21482,0.917761,1.030538,-0.112777,1.527662,2036,0.917761,2100,350.0,1.505821,Stronger ocean-lag stress test.,Forcing-mode diagnostic only; does not validate upstream carbon cycle or absolute temperature. Matched controls isolate AETHER conditional on shared policy and response assumptions.
